-1.103966223115412959e+03 -1.103975133106421708e+03 -1.103964283861197373e+03 -1.103984252005583585e+03
-1.103967748331698658e+03 -1.103974420387009786e+03 -1.103984945358337654e+03 -1.103992694021920215e+03
-1.103972407438972596e+03 -1.103997322370460552e+03 -1.104002139799684073e+03 -1.104001601180693342e+03
-1.103954327475931677e+03 -1.103967941280028072e+03 -1.103966740599377090e+03 -1.103968416312442287e+03
-1.103963197499738953e+03 -1.103985353110998858e+03 -1.103984151565626007e+03 -1.103982977872884703e+03
-1.103976818931956132e+03 -1.103986244705846957e+03 -1.103982140367018474e+03 -1.103981662129877122e+03
-1.103973234433982952e+03 -1.103971322764574552e+03 -1.103980338148653573e+03 -1.103974651760144752e+03
-1.104012561695796876e+03 -1.104007734406715372e+03 -1.104029726675006259e+03 -1.104020038329344743e+03
-1.103993676239478646e+03 -1.104000581453996574e+03 -1.104013155481078684e+03 -1.104006194590656605e+03
-1.103987661654072554e+03 -1.103985317256220696e+03 -1.104000504763139361e+03 -1.103999939603218763e+03
-1.104010452379505068e+03 -1.104000619737254283e+03 -1.104010576081683439e+03 -1.104022023479666586e+03
-1.103995778737142018e+03 -1.103990527159960038e+03 -1.104005589140036363e+03 -1.104011879913387929e+03
-1.104006118933351672e+03 -1.103993859009965263e+03 -1.104019331445845637e+03 -1.104020176626981538e+03
-1.103996900699960406e+03 -1.104003194103944224e+03 -1.104002034270529748e+03 -1.104014121930738156e+03
-1.103994822861908460e+03 -1.104002545802183477e+03 -1.104009441754417367e+03 -1.104017376919356138e+03
-1.103979876195052611e+03 -1.103998363486803100e+03 -1.103991254976826440e+03 -1.103997044409596356e+03
-1.103992300208190272e+03 -1.104003027687321492e+03 -1.104012594047482025e+03 -1.104010718556610072e+03
-1.103973240675200259e+03 -1.103982668401449700e+03 -1.103987380595877539e+03 -1.103994197251380001e+03
-1.103961155470356061e+03 -1.103961909247375388e+03 -1.103964684560756041e+03 -1.103975240019640751e+03
-1.103987138107574538e+03 -1.103995718392034405e+03 -1.103996415417785329e+03 -1.103994056101050546e+03
-1.103998289689616058e+03 -1.104006377591621003e+03 -1.104024880088578584e+03 -1.104009200901524991e+03
-1.104009494470278469e+03 -1.104006330190758035e+03 -1.104019694751016914e+03 -1.104010101803652788e+03
-1.104008676607078542e+03 -1.103997936477155918e+03 -1.104021115549840033e+03 -1.104008006037518953e+03
-1.103959599384354078e+03 -1.103957618160346101e+03 -1.103973731945102372e+03 -1.103963205382226079e+03
-1.103968287614734209e+03 -1.103962277826751233e+03 -1.103969120305409433e+03 -1.103967780353917760e+03
-1.103968782315670069e+03 -1.103956122067332217e+03 -1.103979176906845623e+03 -1.103977164316050903e+03
-1.103987137661093129e+03 -1.103965693804872444e+03 -1.103993549357833899e+03 -1.103995283201890970e+03
-1.103989594200808597e+03 -1.103982215373605413e+03 -1.103992636805219036e+03 -1.103997372441264815e+03
-1.103970794018572406e+03 -1.103966584012602880e+03 -1.103987744387020939e+03 -1.103983606663030514e+03
-1.103991893602745222e+03 -1.103977254431498295e+03 -1.104003500099783196e+03 -1.103997331282416553e+03
-1.103984675521729969e+03 -1.103976372083732031e+03 -1.103986720556816636e+03 -1.103995296422408501e+03
-1.104005769428257281e+03 -1.103996311596232090e+03 -1.104009151140778840e+03 -1.104018024376899348e+03
-1.103982721370358149e+03 -1.103988263524787044e+03 -1.103994386610670972e+03 -1.103999381657283038e+03
