#pot1 pot2 pot3 pot4 pot5 unit:[eV]
-2.199162205935709426e+04 -2.199152372252598798e+04 -2.199152338082056303e+04 -2.199156409949898443e+04 -2.199157019401692014e+04
-2.199154306921570605e+04 -2.199144932214351502e+04 -2.199147016755886216e+04 -2.199151709643646245e+04 -2.199152951219654642e+04
-2.199135129048860472e+04 -2.199113019774470013e+04 -2.199118516831168017e+04 -2.199123033200358987e+04 -2.199127704964309305e+04
-2.199109430050715673e+04 -2.199091916965490964e+04 -2.199096448919298564e+04 -2.199096893065407858e+04 -2.199104998584074565e+04
-2.199193430584030648e+04 -2.199184219075353030e+04 -2.199184732802470899e+04 -2.199195676464016651e+04 -2.199196017697629213e+04
-2.199105380939522001e+04 -2.199099991808367486e+04 -2.199095518142699439e+04 -2.199106814330979614e+04 -2.199111602182501883e+04
-2.199151971775860511e+04 -2.199147039001427402e+04 -2.199142319619629052e+04 -2.199147656354535866e+04 -2.199154175348366334e+04
-2.199134784987962848e+04 -2.199125317030768201e+04 -2.199121625889735151e+04 -2.199125743306715958e+04 -2.199136220177258292e+04
-2.199159519610546704e+04 -2.199151173376268707e+04 -2.199144421013478859e+04 -2.199149061260395683e+04 -2.199157108723556667e+04
-2.199119777897758468e+04 -2.199112139778600613e+04 -2.199108508119523685e+04 -2.199117027813373352e+04 -2.199116576672968222e+04
-2.199151248448099432e+04 -2.199144816386017919e+04 -2.199140440124267116e+04 -2.199147831300102553e+04 -2.199141614644306173e+04
-2.199170035024060053e+04 -2.199151760445146647e+04 -2.199150627032129341e+04 -2.199151365320967670e+04 -2.199153387774416842e+04
-2.199161167301928799e+04 -2.199145316582580563e+04 -2.199142354158144008e+04 -2.199142441096426046e+04 -2.199141108031748809e+04
-2.199122105024029952e+04 -2.199119437169322191e+04 -2.199112808125004085e+04 -2.199116099810989908e+04 -2.199112803864871967e+04
-2.199150281518595148e+04 -2.199140611043020908e+04 -2.199135013313295713e+04 -2.199134671955603335e+04 -2.199143972205913451e+04
-2.199198619220444743e+04 -2.199185696061732233e+04 -2.199181963024184006e+04 -2.199187062716011133e+04 -2.199197716916573336e+04
-2.199148018746399975e+04 -2.199135277423710068e+04 -2.199130731507070595e+04 -2.199137438162096805e+04 -2.199147981469473598e+04
-2.199159132475129445e+04 -2.199148611294005241e+04 -2.199143978662426161e+04 -2.199151457862565803e+04 -2.199161287261940015e+04
-2.199156817815366230e+04 -2.199147187734403269e+04 -2.199136921735295255e+04 -2.199145573280724420e+04 -2.199155109541036290e+04
-2.199198038840429217e+04 -2.199177888389418513e+04 -2.199175987808219725e+04 -2.199187077135073559e+04 -2.199195657003955057e+04
-2.199138176338471749e+04 -2.199137558032450397e+04 -2.199113405137546215e+04 -2.199131883754887167e+04 -2.199135307685186126e+04
-2.199193743519161217e+04 -2.199193343496325178e+04 -2.199178082098007144e+04 -2.199188981053959651e+04 -2.199187926734415305e+04
-2.199208744861049126e+04 -2.199203333580922481e+04 -2.199195904690467069e+04 -2.199202513293135780e+04 -2.199203567775867486e+04
-2.199175980363434064e+04 -2.199167571421433604e+04 -2.199154409360743739e+04 -2.199166842236909724e+04 -2.199170196497068537e+04
-2.199183563558637979e+04 -2.199171729512346792e+04 -2.199172850727388141e+04 -2.199182102979454430e+04 -2.199173190511812209e+04
-2.199130390789092053e+04 -2.199117966656126737e+04 -2.199122817262900571e+04 -2.199128980836707342e+04 -2.199123181701397698e+04
-2.199117360934801036e+04 -2.199110504025763657e+04 -2.199114363439814042e+04 -2.199123704647130944e+04 -2.199121742726046068e+04
-2.199176549805260947e+04 -2.199184502502241230e+04 -2.199178176435954811e+04 -2.199192528870542083e+04 -2.199182454891336238e+04
-2.199151416590361987e+04 -2.199157799286655427e+04 -2.199150349789605752e+04 -2.199159860863562426e+04 -2.199149694299499606e+04
-2.199165064720335431e+04 -2.199162122235085189e+04 -2.199149001150476761e+04 -2.199159301517520726e+04 -2.199155414290140106e+04
-2.199164652698109785e+04 -2.199166409932489114e+04 -2.199156452838460973e+04 -2.199171166545308370e+04 -2.199166643538545759e+04
-2.199164141949688201e+04 -2.199158015235068888e+04 -2.199146553077632416e+04 -2.199161754810334969e+04 -2.199167119750291022e+04
-2.199160610911997355e+04 -2.199152918191365825e+04 -2.199138643945970398e+04 -2.199154748722018485e+04 -2.199152622284121389e+04
