-3.004082761132487576e+04 -3.004050319287591628e+04 -3.004065277519358278e+04 -3.004048333465529140e+04
-3.004106622950459132e+04 -3.004026356322765059e+04 -3.004014227692887289e+04 -3.004026497168156129e+04
-3.004140969282744845e+04 -3.004103717696959211e+04 -3.004115086332213468e+04 -3.004074313531883672e+04
-3.004071615259193641e+04 -3.004064598226636372e+04 -3.004055542352572229e+04 -3.003999112892157427e+04
-3.004115809946674563e+04 -3.004109284476706307e+04 -3.004076953134853466e+04 -3.004036582332607941e+04
-3.004054618856488378e+04 -3.004040734144033922e+04 -3.004007889096025974e+04 -3.003973929254594623e+04
-3.004051522566361382e+04 -3.004037791233408643e+04 -3.004043258418956611e+04 -3.003990758308017030e+04
-3.004084389399835345e+04 -3.004072494429070866e+04 -3.004088398928971947e+04 -3.004029912274074013e+04
-3.004059054298569026e+04 -3.004044133460379817e+04 -3.004039375039029255e+04 -3.004034371444204226e+04
-3.004120808067101461e+04 -3.004097253060522780e+04 -3.004085135753221766e+04 -3.004025811125732434e+04
-3.004042484386502474e+04 -3.003987425237544812e+04 -3.003997983405296327e+04 -3.003988433952081323e+04
-3.004108886944711048e+04 -3.004091930217127810e+04 -3.004051000264283357e+04 -3.004038613186943621e+04
-3.004109721675252149e+04 -3.004066741026493764e+04 -3.004050914901081342e+04 -3.004027656545653008e+04
-3.004057115018148761e+04 -3.004023310497189232e+04 -3.003988588545814491e+04 -3.003958263128074759e+04
-3.004113617874697593e+04 -3.004061119382920879e+04 -3.004027625466065729e+04 -3.003973595983163614e+04
-3.004093797502000234e+04 -3.004086716131362118e+04 -3.004058448363172647e+04 -3.004032766009896659e+04
-3.004029842122628543e+04 -3.004018743873681888e+04 -3.004005962444308534e+04 -3.003992512825692393e+04
-3.004077259606783628e+04 -3.004045722433612900e+04 -3.004050934114888150e+04 -3.004000615129848302e+04
-3.004094164932282365e+04 -3.004064279669727330e+04 -3.004020178882783875e+04 -3.004045592590592059e+04
-3.004071971596172443e+04 -3.004044693471880964e+04 -3.004026686646818416e+04 -3.003996679276768191e+04
-3.004039294492680710e+04 -3.004068326396925477e+04 -3.004033937520516702e+04 -3.003995765590480732e+04
-3.004081380384610020e+04 -3.004037036318970786e+04 -3.004030726146882807e+04 -3.003989371855157151e+04
-3.004053032938926481e+04 -3.004048122825716200e+04 -3.004005313177268545e+04 -3.004018774956299967e+04
-3.004046568549588847e+04 -3.004036120275426947e+04 -3.004006563445392385e+04 -3.003969129570980658e+04
-3.004021668155169391e+04 -3.004001658278054310e+04 -3.003972430639760569e+04 -3.003992996425693855e+04
-3.004019530475160354e+04 -3.003994952136167558e+04 -3.003958683366957121e+04 -3.003952340911322244e+04
-3.004022643158738720e+04 -3.003977066389888932e+04 -3.003963974771049470e+04 -3.003944118538455950e+04
-3.004048953332004385e+04 -3.004016278251444601e+04 -3.003971779688610332e+04 -3.004001694400915221e+04
